run_id,ts_start,ts_end,agent_id,agent_kind,scenario,task_id,task_kind,baseline_run,success,failure_reason,grader_results,exit_code,wall_time_sec,model,uncached_input_tokens,cached_read_tokens,cache_write_tokens,cache_write_ttl,output_tokens,billed_cost_usd,cost_source,cold_equivalent_cost_usd,cache_savings_usd,cache_read_rate,baseline_cost_usd,marginal_cost_usd,xcodebuild_calls,xcrun_calls,simctl_calls,time_to_first_xcodebuild_sec,xcodebuild_repeat_count,destination_count,destination_churn,mcp_tool_calls,tool_error_total,tool_error_mcp,tool_error_non_mcp,transcript_path,agent_output_json_path,command_log_path,mcp_tool_log_path,tool_error_log_path,tool_error_context_log_path,mcp_xcodebuild_calls,mcp_simctl_calls,time_to_first_mcp_build_sec
droid-gpt54-flex-shell_unprimed-smoke_build_install_launch-trial-1775398231873,2026-04-05T14:10:31.873992+00:00,2026-04-05T14:10:58.981331+00:00,droid-gpt54-flex,droid_exec_cli,shell_unprimed,smoke_build_install_launch,regression,False,False,app_not_installed,"[{'type': 'ios_install_check', 'ok': False, 'reason': 'app_not_installed', 'duration_sec': 0.714}]",1,2.9863648414611816,,,0,0,,,,,,,,,,0,0,0,,0,0,0,0,0,0,0,/Users/james/Developer/zrepos/zmisc/zmirror/xcodebuildmcp_eval/runs/20260405_141027/trials/droid-gpt54-flex-shell_unprimed-smoke_build_install_launch-trial-1775398231873/transcript.txt,,/Users/james/Developer/zrepos/zmisc/zmirror/xcodebuildmcp_eval/runs/20260405_141027/trials/droid-gpt54-flex-shell_unprimed-smoke_build_install_launch-trial-1775398231873/cmd_log.jsonl,,/Users/james/Developer/zrepos/zmisc/zmirror/xcodebuildmcp_eval/runs/20260405_141027/trials/droid-gpt54-flex-shell_unprimed-smoke_build_install_launch-trial-1775398231873/tool_errors.jsonl,/Users/james/Developer/zrepos/zmisc/zmirror/xcodebuildmcp_eval/runs/20260405_141027/trials/droid-gpt54-flex-shell_unprimed-smoke_build_install_launch-trial-1775398231873/tool_error_context.jsonl,0,0,
droid-gpt54-flex-shell_primed-smoke_build_install_launch-trial-1775398259036,2026-04-05T14:10:59.036582+00:00,2026-04-05T14:11:04.027495+00:00,droid-gpt54-flex,droid_exec_cli,shell_primed,smoke_build_install_launch,regression,False,False,app_not_installed,"[{'type': 'ios_install_check', 'ok': False, 'reason': 'app_not_installed', 'duration_sec': 0.559}]",1,2.0061659812927246,,,0,0,,,,,,,,,,0,0,0,,0,0,0,0,0,0,0,/Users/james/Developer/zrepos/zmisc/zmirror/xcodebuildmcp_eval/runs/20260405_141027/trials/droid-gpt54-flex-shell_primed-smoke_build_install_launch-trial-1775398259036/transcript.txt,,/Users/james/Developer/zrepos/zmisc/zmirror/xcodebuildmcp_eval/runs/20260405_141027/trials/droid-gpt54-flex-shell_primed-smoke_build_install_launch-trial-1775398259036/cmd_log.jsonl,,/Users/james/Developer/zrepos/zmisc/zmirror/xcodebuildmcp_eval/runs/20260405_141027/trials/droid-gpt54-flex-shell_primed-smoke_build_install_launch-trial-1775398259036/tool_errors.jsonl,/Users/james/Developer/zrepos/zmisc/zmirror/xcodebuildmcp_eval/runs/20260405_141027/trials/droid-gpt54-flex-shell_primed-smoke_build_install_launch-trial-1775398259036/tool_error_context.jsonl,0,0,
droid-gpt54-flex-mcp_unprimed-smoke_build_install_launch-trial-1775398264083,2026-04-05T14:11:04.083349+00:00,2026-04-05T14:11:09.812913+00:00,droid-gpt54-flex,droid_exec_cli,mcp_unprimed,smoke_build_install_launch,regression,False,False,app_not_installed,"[{'type': 'ios_install_check', 'ok': False, 'reason': 'app_not_installed', 'duration_sec': 0.696}]",1,2.2063889503479004,,,0,0,,,,,,,,,,0,0,0,,0,0,0,0,0,0,0,/Users/james/Developer/zrepos/zmisc/zmirror/xcodebuildmcp_eval/runs/20260405_141027/trials/droid-gpt54-flex-mcp_unprimed-smoke_build_install_launch-trial-1775398264083/transcript.txt,,/Users/james/Developer/zrepos/zmisc/zmirror/xcodebuildmcp_eval/runs/20260405_141027/trials/droid-gpt54-flex-mcp_unprimed-smoke_build_install_launch-trial-1775398264083/cmd_log.jsonl,/Users/james/Developer/zrepos/zmisc/zmirror/xcodebuildmcp_eval/runs/20260405_141027/trials/droid-gpt54-flex-mcp_unprimed-smoke_build_install_launch-trial-1775398264083/mcp_tool_calls.jsonl,/Users/james/Developer/zrepos/zmisc/zmirror/xcodebuildmcp_eval/runs/20260405_141027/trials/droid-gpt54-flex-mcp_unprimed-smoke_build_install_launch-trial-1775398264083/tool_errors.jsonl,/Users/james/Developer/zrepos/zmisc/zmirror/xcodebuildmcp_eval/runs/20260405_141027/trials/droid-gpt54-flex-mcp_unprimed-smoke_build_install_launch-trial-1775398264083/tool_error_context.jsonl,0,0,
droid-gpt54-flex-mcp_unprimed_v2-smoke_build_install_launch-trial-1775398269865,2026-04-05T14:11:09.865070+00:00,2026-04-05T14:11:14.184324+00:00,droid-gpt54-flex,droid_exec_cli,mcp_unprimed_v2,smoke_build_install_launch,regression,False,False,app_not_installed,"[{'type': 'ios_install_check', 'ok': False, 'reason': 'app_not_installed', 'duration_sec': 0.567}]",1,2.08889102935791,,,0,0,,,,,,,,,,0,0,0,,0,0,0,0,0,0,0,/Users/james/Developer/zrepos/zmisc/zmirror/xcodebuildmcp_eval/runs/20260405_141027/trials/droid-gpt54-flex-mcp_unprimed_v2-smoke_build_install_launch-trial-1775398269865/transcript.txt,,/Users/james/Developer/zrepos/zmisc/zmirror/xcodebuildmcp_eval/runs/20260405_141027/trials/droid-gpt54-flex-mcp_unprimed_v2-smoke_build_install_launch-trial-1775398269865/cmd_log.jsonl,/Users/james/Developer/zrepos/zmisc/zmirror/xcodebuildmcp_eval/runs/20260405_141027/trials/droid-gpt54-flex-mcp_unprimed_v2-smoke_build_install_launch-trial-1775398269865/mcp_tool_calls.jsonl,/Users/james/Developer/zrepos/zmisc/zmirror/xcodebuildmcp_eval/runs/20260405_141027/trials/droid-gpt54-flex-mcp_unprimed_v2-smoke_build_install_launch-trial-1775398269865/tool_errors.jsonl,/Users/james/Developer/zrepos/zmisc/zmirror/xcodebuildmcp_eval/runs/20260405_141027/trials/droid-gpt54-flex-mcp_unprimed_v2-smoke_build_install_launch-trial-1775398269865/tool_error_context.jsonl,0,0,
