agent_id,scenario,task_id,task_kind,runs,success_rate,pass_at_1,pass_at_3,pass_pow_3,time_p10,time_median,time_p90,time_mean,time_std,time_cv,cost_p10,cost_median,cost_p90,cost_mean,cost_std,cost_cv,cold_cost_median,cold_cost_p90,cold_cost_cv,cache_savings_mean,cache_read_rate_mean,cost_per_success_mean,time_per_success_mean,xcodebuild_calls_mean,xcrun_calls_mean,simctl_calls_mean,mcp_tool_calls_mean,time_to_first_xcodebuild_mean,time_to_first_mcp_build_mean,xcodebuild_repeat_mean,destination_count_mean,destination_churn_mean,tool_error_mean,tool_error_mcp_mean,tool_error_non_mcp_mean
droid-gpt54-flex,mcp_unprimed,smoke_build_install_launch,regression,1,0.0,0.0,0.0,0.0,2.2063889503479004,2.2063889503479004,2.2063889503479004,2.2063889503479004,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
droid-gpt54-flex,mcp_unprimed_v2,smoke_build_install_launch,regression,1,0.0,0.0,0.0,0.0,2.08889102935791,2.08889102935791,2.08889102935791,2.08889102935791,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
droid-gpt54-flex,shell_primed,smoke_build_install_launch,regression,1,0.0,0.0,0.0,0.0,2.0061659812927246,2.0061659812927246,2.0061659812927246,2.0061659812927246,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
droid-gpt54-flex,shell_unprimed,smoke_build_install_launch,regression,1,0.0,0.0,0.0,0.0,2.9863648414611816,2.9863648414611816,2.9863648414611816,2.9863648414611816,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
